zone,state,lga,sector,ea,hhid,indiv,s4aq1,s4aq2,s4aq3,s4aq4,s4aq5,s4aq6,s4aq7,s4aq8,s4aq9,s4aq10,s4aq11,s4aq12,s4aq13a,s4aq13b,s4aq13c,s4aq14,s4aq15,s4aq16,s4aq17,s4aq18,s4aq19a,s4aq19b,s4aq19c,s4aq20,s4aq21,s4aq22a,s4aq22b,s4aq22,s4aq23,s4aq23_os,s4aq24,s4aq25,s4aq26,s4aq27a,s4aq27b,s4aq27c,s4aq28,s4aq29,s4aq30__1,s4aq30__2,s4aq30__3,s4aq30__4,s4aq30__5,s4aq30__6,s4aq30__7,s4aq30__8,s4aq30__96,s4aq30_os,s4aq31,s4aq32,s4aq33,s4aq33_os,s4aq34,s4aq35,s4aq36,s4aq36_os,s4aq37,s4aq37_os,s4aq38,s4aq40,s4aq40_code,s4aq41,s4aq41_code,s4aq41c,s4aq41c_os,s4aq42,s4aq43,s4aq44,s4aq45,s4aq46,s4aq47,s4aq47_tunit,s4aq48,s4aq49a,s4aq49b,s4aq50_1,s4aq50_2,s4aq50_3,s4aq50_4,s4aq50_5,s4aq50_6,s4aq51,s4aq52,s4aq52_os,s4aq53,s4aq54,s4aq55,s4aq56,s4aq57__1,s4aq57__2,s4aq57__3,s4aq57__4,s4aq57__5,s4aq57__6,s4aq57__7,s4aq57__8,s4aq57__9,s4aq57__10,s4aq57__96,s4aq57_os,s4aq58__0,s4aq58__1,s4aq58__2,s4aq58__3,s4aq58__4,s4aq58__5,s4aq58__6,s4aq58__7,s4aq58__8,s4aq58__9,s4aq58__10,s4aq58__11,s4aq58__12,s4aq58__13,s4aq58__14,s4aq58__15,s4aq58__16,s4aq58__17,s4aq58__18,s4aq58__19,s4aq58nb,s4aq59,s4aq60,s4aq61a,s4aq61b,s4aq62,s4aq63a,s4aq63b
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110113,303,1. YES,2. NO,5101,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110113,304,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,1. YES,3,0. NO MINUTES
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110113,5101,1. YES,1. YES,,2. NO,,1. YES,30,2. NO,,1. YES,,16,2. Both for sale and for household use,2. 1/4 (25 PERCENT),,1. Yes,,,,,,,,1. Yes,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,FASHION AND DESIGNER OF CLOTHING,"7533. Sewing, embroidery and related workers",SEWING OF CLOTHING AND DESIGNING IT,1313. Finishing of textiles,MANUFACTURING,,1. In own business or farming activity,12,4,6,5,45000,5. ONE MONTH,2. NO,,,1,5,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110114,1,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,3,2. Both for sale and for household use,2. 1/4 (25 PERCENT),,1. Yes,,,,,,,,1. Yes,2. FAMILY FARM ONLY,,,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Farming/livestock/fishing for HH use,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,15,0. NO MINUTES,2. NO,,
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110114,2,1. YES,2. NO,1,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Long-term illness/injury/disability,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110115,2,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,12,3. Only for household use,,,1. Yes,,,,,,,,1. Yes,2. FAMILY FARM ONLY,,,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Farming/livestock/fishing for HH use,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,2,0. NO MINUTES,2. NO,,
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110115,3,1. YES,1. YES,,1. YES,34,2. NO,,2. NO,,2. NO,2. NO,,,,,1. Yes,,,,,,,,,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,"LAYING OF FOUNDATIONS,BUILDING AND PLASTERING OF HOUSES",7112. Bricklayers and related workers,HE WORK IN CONSTRUCTION COMPANY,4100. Construction of buildings,CONSTRUCTION,,1. In own business or farming activity,12,4,4,8,4000,2. ONE DAY,2. NO,,,1,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,2,0. NO MINUTES,2. NO,,
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110116,2,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,16,2. Both for sale and for household use,1. LESS THAN 1/4 (LESS THAN 25 PERCENT),,1. Yes,,,,,,,,1. Yes,2. FAMILY FARM ONLY,,,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Farming/livestock/fishing for HH use,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,3,0. NO MINUTES,2. NO,,
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110116,3,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,3,0. NO MINUTES,1. YES,2,0. NO MINUTES
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110116,1502,1. YES,2. NO,3,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,1. YES,2,0. NO MINUTES
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110116,1801,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,3,0. NO MINUTES,1. YES,2,0. NO MINUTES
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110117,1,1. YES,1. YES,,2. NO,,1. YES,6,2. NO,,1. YES,,4,2. Both for sale and for household use,4. 3/4 (75 PERCENT),,1. Yes,,,,,,,,2. No,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,CROP FARMER: OVERSEEING CROP MANAGEMENT ACTIVITIES,9211. Crop farm labourers,CROP FARMER: OVERSEEING CROP MANAGEMENT ACTIVITIES,161. Support activities for crop production,"AGRICULTURE, FORESTRY & FISHING",,1. In own business or farming activity,12,4,4,4,650000,8. ONE YEAR (12 MONTHS),2. NO,,,0,1,7,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110117,2,1. YES,1. YES,,2. NO,,1. YES,20,2. NO,,2. NO,2. NO,,,,,1. Yes,,,,,,,,,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,RETAIL TRADER: SHE SELLS SHOES,1420. Retail and wholesale trade managers,RETAIL TRADER: SHE SELLS SHOES,"4641. Wholesale of textiles, clothing and footwear",WHOLESALE & RETAIL TRADE,,1. In own business or farming activity,12,4,5,4,28000,5. ONE MONTH,2. NO,,,0,1,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110117,3,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,1. YES,1,30
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110117,4,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1,45,1. YES,1,0. NO MINUTES
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110117,6,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1,45,1. YES,0. NO HOUR,30
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110117,7,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1,45,1. YES,0. NO HOUR,45
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110117,9,1. YES,2. NO,1,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110117,10,1. YES,1. YES,,1. YES,40,2. NO,,2. NO,,2. NO,2. NO,,,,,1. Yes,,,,,,,,,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,SHE TEACHES CHILDREN  TO READ AND WRITE IN PRIMARY SCHOOL,2341. Primary school teachers,SHE TEACHES CHILDREN  TO READ AND WRITE IN PRIMARY SCHOOL,8510. Pre-primary and primary education,EDUCATION,,3. As an employee,12,4,5,8,40000,5. ONE MONTH,2. NO,,,0,7,,,,,1. Yes,2. STATE GOVERNMENT,,2. NO,2. NO,4. 10-19,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4. EVERY WEEK,2. NO,,,2. NO,,
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110117,11,1. YES,2. NO,1,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110117,16,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110117,702,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1,45,1. YES,0. NO HOUR,45
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110117,703,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1,45,2. NO,,
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110118,1,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Long-term illness/injury/disability,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110118,2,1. YES,1. YES,,2. NO,,1. YES,30,2. NO,,2. NO,2. NO,,,,,1. Yes,,,,,,,,,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,RETAIL TRADE: MARKET SALESPERSON,1420. Retail and wholesale trade managers,RETAIL TRADE: MARKET SALESPERSON,4719. Other retail sale in non-specialized stores,WHOLESALE & RETAIL TRADE,,1. In own business or farming activity,12,4,5,6,25000,5. ONE MONTH,2. NO,,,0,1,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,2,35,2. NO,,
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110119,1,1. YES,1. YES,,2. NO,,1. YES,48,2. NO,,2. NO,2. NO,,,,,1. Yes,,,,,,,,,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,DRIVING OF  OKADA AS A TRANSPORTER,"8322. Car, taxi and van drivers",TRANSPORT SERVICES ON ROAD,4921. Urban and suburban passenger land transport,TRANSPORTATION & STORAGE,,1. In own business or farming activity,12,4,6,8,5000,2. ONE DAY,2. NO,,,0,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110119,2,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,25,2. Both for sale and for household use,1. LESS THAN 1/4 (LESS THAN 25 PERCENT),,1. Yes,,,,,,,,1. Yes,2. FAMILY FARM ONLY,,,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Farming/livestock/fishing for HH use,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,2,0. NO MINUTES,1. YES,0. NO HOUR,20
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110120,1,1. YES,1. YES,,2. NO,,1. YES,6,2. NO,,1. YES,,2,2. Both for sale and for household use,1. LESS THAN 1/4 (LESS THAN 25 PERCENT),,1. Yes,,,,,,,,1. Yes,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,RETAIL SELLS OF DRINKS ORTIKA ENUAGU ONICHA,5212. Street food salespersons,BEER PARLOR BUSINESS IN ORTIKA ENUAGU ONICHA L.G.A EBONY STATE,5610. Restaurants and mobile food service activities,WHOLESALE & RETAIL TRADE,,1. In own business or farming activity,12,4,7,6,40000,5. ONE MONTH,2. NO,,,0,1,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110120,2,1. YES,1. YES,,2. NO,,1. YES,36,2. NO,,1. YES,,2,2. Both for sale and for household use,1. LESS THAN 1/4 (LESS THAN 25 PERCENT),,1. Yes,,,,,,,,1. Yes,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,BEER PARLOR BUSINESS IN ORTIKA ENUAGU ONICHA L.G.A EBONY STATE,7515. Food and beverage tasters and graders,BEER PARLOR BUSINESS WITH THE HUSBAND IN ORTIKA ENUAGU ONICHA L.G.A EBONY STATE,5610. Restaurants and mobile food service activities,WHOLESALE & RETAIL TRADE,,1. In own business or farming activity,12,4,6,6,40000,5. ONE MONTH,2. NO,,,0,1,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,0. NO HOUR,35,1. YES,0. NO HOUR,10
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110120,3,1. YES,1. YES,,2. NO,,1. YES,3,2. NO,,2. NO,2. NO,,,,,1. Yes,,,,,,,,,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,ASSIST THE PARENT TO SALE IN  THEIR BEER PARLOR BUSINESS WHEN HE IS BACK FROM SCHOOL,5212. Street food salespersons,ASSIST THE PARENT TO SALE BEER AND MEAT IN  THEIR BEER PARLOR BUSINESS,5610. Restaurants and mobile food service activities,WHOLESALE & RETAIL TRADE,,2. In a business or farm operated by a household or family member,12,4,6,3,0,,2. NO,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,0. NO HOUR,15,1. YES,0. NO HOUR,10
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110120,4,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,0. NO HOUR,10,1. YES,0. NO HOUR,8
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110120,5,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,1. YES,0. NO HOUR,10
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110120,6,1. YES,2. NO,2,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,1. YES,0. NO HOUR,10
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110120,7,1. YES,2. NO,1,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,11. Ebonyi,1102. AFIKPO NORTH,2. RURAL,936,110121,2,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,5,2. Both for sale and for household use,4. 3/4 (75 PERCENT),,1. Yes,,,,,,,,2. No,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,WORKING AS A FARMER ON AGRICULTURAL FARM.,9211. Crop farm labourers,WORKING AS A FARMER ON AGRICULTURAL FARM.,161. Support activities for crop production,"AGRICULTURE, FORESTRY & FISHING",,1. In own business or farming activity,12,4,4,5,320000,8. ONE YEAR (12 MONTHS),2. NO,,,0,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,2,0. NO MINUTES,2. NO,,
4. South East,11. Ebonyi,1102. AFIKPO NORTH,2. RURAL,936,110121,202,1. YES,1. YES,,2. NO,,1. YES,5,2. NO,,1. YES,,3,2. Both for sale and for household use,4. 3/4 (75 PERCENT),,1. Yes,,,,,,,,2. No,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,TAILOR: HE SEWS AND MEND CLOTHES,"7533. Sewing, embroidery and related workers",TAILOR: HE SEWS AND MEND CLOTHES,1313. Finishing of textiles,MANUFACTURING,,1. In own business or farming activity,12,4,6,5,20000,5. ONE MONTH,2. NO,,,0,3,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,1. YES,2,0. NO MINUTES
4. South East,11. Ebonyi,1102. AFIKPO NORTH,2. RURAL,936,110122,2,1. YES,1. YES,,2. NO,,1. YES,20,2. NO,,1. YES,,9,2. Both for sale and for household use,2. 1/4 (25 PERCENT),,1. Yes,,,,,,,,1. Yes,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,RETAILING OF FOOD  COMMODITIY(DRIED FISH),9411. Fast food preparers,RETAILING OF FOOD  COMMODITIY(DRIED FISH),4721. Retail sale of food in specialized stores,WHOLESALE & RETAIL TRADE,,1. In own business or farming activity,12,4,4,5,450000,8. ONE YEAR (12 MONTHS),2. NO,,,1,2,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,11. Ebonyi,1102. AFIKPO NORTH,2. RURAL,936,110122,5,1. YES,1. YES,,2. NO,,2. NO,,1. YES,30,2. NO,2. NO,,,,,1. Yes,,,,,,,,,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,RETAILING OF FOOD  COMMODITIY(DRIED FISH),9411. Fast food preparers,RETAILING OF FOOD  COMMODITIY(DRIED FISH),4721. Retail sale of food in specialized stores,WHOLESALE & RETAIL TRADE,,2. In a business or farm operated by a household or family member,12,4,6,5,0,,2. NO,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,1. YES,2,30
4. South East,11. Ebonyi,1102. AFIKPO NORTH,2. RURAL,936,110122,6,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,1. YES,2,30
4. South East,11. Ebonyi,1102. AFIKPO NORTH,2. RURAL,936,110122,7,1. YES,2. NO,2,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,11. Ebonyi,1102. AFIKPO NORTH,2. RURAL,936,110122,8,1. YES,2. NO,2,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
