zone,state,lga,sector,ea,hhid,shock_cd,shock_other,s12q0,s12q1,s12q2,s12q3,s12q4a,s12q4b,s12q5_1,s12q5_2,s12q5_3,s12q5_4,s12q5_os,s12q6
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209033,9. Death of a household member (including all causes),,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209033,10. Diseases or injury of household member (including all causes),,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209033,11. Stopped receiving remittances sent to the household,,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209033,12. Loss of a regular job of a household member,,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209033,"13. Departure of a household member (Abandonment, separation, marriage)",,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209033,14. Loss of an important contract or default by a creditor,,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209033,"15. Nonfarm Business closure, failure or bankruptcy",,1,1. YES,1,0. 2022,1. YES,1. YES,6. ENGAGED IN ADDITIONAL INCOME GENERATING ACTIVITIES,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209033,16. Loss of land,,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209033,17. Theft/looting of cash and other property,,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209033,18. Hijacking/robbery/assault of a household member,,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209033,19. Kidnapping/Abduction for ransom,,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209033,20. Domestic violence,,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209033,"21. Withdraw of assistance (government, NGO, or other organizations)",,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209033,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,1,1. YES,3,2. 2024,1. YES,2. NO,3. SALE OF CATTLE OR OTHER LARGE-SIZED LIVESTOCK,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209033,23. Fall in the price of farming/business output,,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209033,24. Increase in price of major food items usually consumed by the household,,1,1. YES,3,2. 2024,1. YES,2. NO,22. DID NOTHING,,,,,96. OTHER SPECIFY
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209033,25. Increase in price of oil and fuel,,1,1. YES,3,2. 2024,1. YES,2. NO,3. SALE OF CATTLE OR OTHER LARGE-SIZED LIVESTOCK,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209033,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,1,1. YES,5,2. 2024,1. YES,2. NO,3. SALE OF CATTLE OR OTHER LARGE-SIZED LIVESTOCK,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209033,27. Shortage/scarcity of petrol,,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209033,28. Dwelling/farm buildings/business facilities damaged or demolished,,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209033,96. Other (specify),,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,1. Floods,,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,2. Irregular rains (including unexpected variation in timing and rainfall amount),,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,3. Droughts,,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,4. Fire,,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,5. Very high temperatures (&gt;40Â°C),,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,6. Pests and Plant Diseases,,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,7. Death of livestock due to illness,,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,8. Post Harvest Loss,,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,9. Death of a household member (including all causes),,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,10. Diseases or injury of household member (including all causes),,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,11. Stopped receiving remittances sent to the household,,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,12. Loss of a regular job of a household member,,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,"13. Departure of a household member (Abandonment, separation, marriage)",,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,14. Loss of an important contract or default by a creditor,,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,"15. Nonfarm Business closure, failure or bankruptcy",,10,1. YES,1,1. 2023,1. YES,1. YES,6. ENGAGED IN ADDITIONAL INCOME GENERATING ACTIVITIES,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,16. Loss of land,,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,17. Theft/looting of cash and other property,,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,18. Hijacking/robbery/assault of a household member,,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,19. Kidnapping/Abduction for ransom,,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,20. Domestic violence,,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,"21. Withdraw of assistance (government, NGO, or other organizations)",,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,23. Fall in the price of farming/business output,,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,24. Increase in price of major food items usually consumed by the household,,10,1. YES,15,2. 2024,1. YES,1. YES,5. SOLD HOUSE OR LAND,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,25. Increase in price of oil and fuel,,10,1. YES,10,2. 2024,1. YES,1. YES,5. SOLD HOUSE OR LAND,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,10,1. YES,3,2. 2024,2. NO,2. NO,22. DID NOTHING,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,27. Shortage/scarcity of petrol,,10,1. YES,2,2. 2024,1. YES,1. YES,5. SOLD HOUSE OR LAND,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,28. Dwelling/farm buildings/business facilities damaged or demolished,,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209035,96. Other (specify),,10,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,1. Floods,,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,2. Irregular rains (including unexpected variation in timing and rainfall amount),,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,3. Droughts,,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,4. Fire,,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,5. Very high temperatures (&gt;40Â°C),,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,6. Pests and Plant Diseases,,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,7. Death of livestock due to illness,,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,8. Post Harvest Loss,,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,9. Death of a household member (including all causes),,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,10. Diseases or injury of household member (including all causes),,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,11. Stopped receiving remittances sent to the household,,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,12. Loss of a regular job of a household member,,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,"13. Departure of a household member (Abandonment, separation, marriage)",,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,14. Loss of an important contract or default by a creditor,,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,"15. Nonfarm Business closure, failure or bankruptcy",,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,16. Loss of land,,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,17. Theft/looting of cash and other property,,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,18. Hijacking/robbery/assault of a household member,,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,19. Kidnapping/Abduction for ransom,,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,20. Domestic violence,,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,"21. Withdraw of assistance (government, NGO, or other organizations)",,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,23. Fall in the price of farming/business output,,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,24. Increase in price of major food items usually consumed by the household,,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,25. Increase in price of oil and fuel,,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,27. Shortage/scarcity of petrol,,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,28. Dwelling/farm buildings/business facilities damaged or demolished,,3,2. NO,,,,,,,,,,
3. North West,20. Katsina,2010. DAURA,2. RURAL,946,209036,96. Other (specify),,3,2. NO,,,,,,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,1. Floods,,1301,2. NO,,,,,,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,2. Irregular rains (including unexpected variation in timing and rainfall amount),,1301,2. NO,,,,,,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,3. Droughts,,1301,2. NO,,,,,,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,4. Fire,,1301,2. NO,,,,,,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,5. Very high temperatures (&gt;40Â°C),,1301,1. YES,5,2. 2024,2. NO,2. NO,22. DID NOTHING,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,6. Pests and Plant Diseases,,1301,2. NO,,,,,,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,7. Death of livestock due to illness,,1301,2. NO,,,,,,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,8. Post Harvest Loss,,1301,2. NO,,,,,,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,9. Death of a household member (including all causes),,1301,2. NO,,,,,,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,10. Diseases or injury of household member (including all causes),,1301,2. NO,,,,,,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,11. Stopped receiving remittances sent to the household,,1301,2. NO,,,,,,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,12. Loss of a regular job of a household member,,1301,2. NO,,,,,,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,"13. Departure of a household member (Abandonment, separation, marriage)",,1301,2. NO,,,,,,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,14. Loss of an important contract or default by a creditor,,1301,2. NO,,,,,,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,"15. Nonfarm Business closure, failure or bankruptcy",,1301,2. NO,,,,,,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,16. Loss of land,,1301,2. NO,,,,,,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,17. Theft/looting of cash and other property,,1301,2. NO,,,,,,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,18. Hijacking/robbery/assault of a household member,,1301,2. NO,,,,,,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,19. Kidnapping/Abduction for ransom,,1301,2. NO,,,,,,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,20. Domestic violence,,1301,2. NO,,,,,,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,"21. Withdraw of assistance (government, NGO, or other organizations)",,1301,2. NO,,,,,,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,1301,1. YES,2,2. 2024,1. YES,2. NO,8. RECEIVED ASSISTANCE FROM FRIENDS & FAMILY,9. BORROWED FROM FRIENDS & FAMILY,27. USED MORE PUBLICÂ TRANSPORTATION,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,23. Fall in the price of farming/business output,,1301,2. NO,,,,,,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,24. Increase in price of major food items usually consumed by the household,,1301,1. YES,1,2. 2024,2. NO,2. NO,25. REDUCED PURCHASE QUANTITY COMPARED TO THE PAST,26. REDUCED FREQUENCY OF OWN VEHICLE/GENERATOR USE,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,25. Increase in price of oil and fuel,,1301,1. YES,1,2. 2024,1. YES,1. YES,17. RELIED ON SAVINGS,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,1301,1. YES,1,2. 2024,2. NO,2. NO,22. DID NOTHING,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,27. Shortage/scarcity of petrol,,1301,1. YES,1,2. 2024,2. NO,2. NO,27. USED MORE PUBLICÂ TRANSPORTATION,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,28. Dwelling/farm buildings/business facilities damaged or demolished,,1301,2. NO,,,,,,,,,,
3. North West,18. Kaduna,1809. KADUNA NORTH,1. URBAN,0,209037,96. Other (specify),,1301,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,1. Floods,,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,2. Irregular rains (including unexpected variation in timing and rainfall amount),,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,3. Droughts,,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,4. Fire,,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,5. Very high temperatures (&gt;40Â°C),,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,6. Pests and Plant Diseases,,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,7. Death of livestock due to illness,,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,8. Post Harvest Loss,,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,9. Death of a household member (including all causes),,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,10. Diseases or injury of household member (including all causes),,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,11. Stopped receiving remittances sent to the household,,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,12. Loss of a regular job of a household member,,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,"13. Departure of a household member (Abandonment, separation, marriage)",,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,14. Loss of an important contract or default by a creditor,,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,"15. Nonfarm Business closure, failure or bankruptcy",,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,16. Loss of land,,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,17. Theft/looting of cash and other property,,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,18. Hijacking/robbery/assault of a household member,,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,19. Kidnapping/Abduction for ransom,,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,20. Domestic violence,,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,"21. Withdraw of assistance (government, NGO, or other organizations)",,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,23. Fall in the price of farming/business output,,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,24. Increase in price of major food items usually consumed by the household,,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,25. Increase in price of oil and fuel,,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,27. Shortage/scarcity of petrol,,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,28. Dwelling/farm buildings/business facilities damaged or demolished,,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209038,96. Other (specify),,2,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209041,1. Floods,,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209041,2. Irregular rains (including unexpected variation in timing and rainfall amount),,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209041,3. Droughts,,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209041,4. Fire,,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209041,5. Very high temperatures (&gt;40Â°C),,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209041,6. Pests and Plant Diseases,,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209041,7. Death of livestock due to illness,,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209041,8. Post Harvest Loss,,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209041,9. Death of a household member (including all causes),,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209041,10. Diseases or injury of household member (including all causes),,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209041,11. Stopped receiving remittances sent to the household,,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209041,12. Loss of a regular job of a household member,,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209041,"13. Departure of a household member (Abandonment, separation, marriage)",,1,2. NO,,,,,,,,,,
3. North West,20. Katsina,2016. JIBIA,1. URBAN,408,209041,14. Loss of an important contract or default by a creditor,,1,2. NO,,,,,,,,,,
