zone,state,lga,sector,ea,hhid,cluster,strata,wt_wave5,wt_longpanel_wave5,wt_cross_wave5,interview_result,old_new,trackedw4,trackedw5pp,hh_located,hh_moved,hh_able_toint,rspavl,consent,InterviewStart,ag1,ag1a,ag1b__1,ag1b__2,ag1b__3,ag1b__4,ag1b__5,ag1c_1,ag1c_2,ag1c_3,ag1c_os,ag2,ag3,ag4
4. South East,14. Enugu,1416. UDI,2. RURAL,2314,140123,1416-2314,4,2445.6953125,15250.083984375,2791.8760809937016,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-03T13:35:01,2. NO,2. NO,,,,,,96. OTHER (SPECIFY),,,SICKNESS,1. YES,2. NO,2. NO
4. South East,14. Enugu,1416. UDI,2. RURAL,2314,140124,1416-2314,4,2369.7294921875,11930.1376953125,3031.9500845044304,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-03T10:44:59,1. YES,2. NO,,,,,,,,,,2. NO,1. YES,2. NO
4. South East,14. Enugu,1416. UDI,2. RURAL,2314,140125,1416-2314,4,2369.7294921875,9867.857421875,2829.4170594771876,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-05T10:05:28,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,,,,,1. YES,2. NO,2. NO
4. South East,14. Enugu,1416. UDI,2. RURAL,2314,140126,1416-2314,4,3159.06689453125,15250.083984375,3253.910986710971,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-02T13:08:58,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,,,,1. YES,2. NO,2. NO
4. South East,14. Enugu,1416. UDI,2. RURAL,2314,140127,1416-2314,4,2445.6953125,10979.0009765625,3379.2290929612154,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-03T16:08:09,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,,,,,2. NO,2. NO,2. NO
6. South West,24. Lagos,2417. OJO,2. RURAL,0,140128,1416-2314,4,3159.06689453125,11930.1376953125,4446.667071774889,1. COMPLETE,1. Old Panel household,2. NO,1. YES,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-10-16T13:26:30,2. NO,2. NO,,,,,,2. RENTED OUT LAND,,,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1416. UDI,2. RURAL,2314,140129,1416-2314,4,2474.691162109375,13274.3642578125,4151.506623305189,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-02T11:28:16,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,,,,1. YES,1. YES,2. NO
4. South East,14. Enugu,1416. UDI,2. RURAL,2314,140130,1416-2314,4,3159.06689453125,9422.8291015625,3334.393155380113,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-03T10:39:19,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,,,,,1. YES,2. NO,2. NO
4. South East,14. Enugu,1401. ANINRI,2. RURAL,386,149001,1401-386,4,5566.90478515625,,6623.835071363656,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-17T08:04:47,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,,,,1. YES,1. YES,2. NO
4. South East,14. Enugu,1401. ANINRI,2. RURAL,386,149002,1401-386,4,5566.90478515625,,22800.604720376774,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-18T15:03:04,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,,,,1. YES,1. YES,1. YES
4. South East,14. Enugu,1401. ANINRI,2. RURAL,0,149003,1401-386,4,5782.38623046875,,12640.5263486968,1. COMPLETE,2. New panel household,1. YES,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-17T14:33:04,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,14. Enugu,1401. ANINRI,2. RURAL,386,149004,1401-386,4,7421.19482421875,,12335.421637711699,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-18T16:06:03,2. NO,2. NO,,,,,,5. LAND LEFT FALLOW,,,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1401. ANINRI,2. RURAL,386,149005,1401-386,4,5782.38623046875,,12335.421637711699,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-18T08:39:05,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,14. Enugu,1401. ANINRI,2. RURAL,386,149006,1401-386,4,5745.361328125,,16276.92391238284,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-17T12:11:44,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
4. South East,14. Enugu,1401. ANINRI,2. RURAL,386,149007,1401-386,4,5813.4775390625,,10726.185634177476,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-17T16:12:03,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,,,,1. YES,2. NO,2. NO
4. South East,14. Enugu,1401. ANINRI,2. RURAL,386,149008,1401-386,4,5354.72412109375,,18292.917831194158,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-16T15:19:04,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,14. Enugu,1401. ANINRI,2. RURAL,386,149011,1401-386,4,5745.361328125,,19007.94928762296,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-17T09:05:03,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,,,,1. YES,1. YES,1. YES
4. South East,14. Enugu,1401. ANINRI,2. RURAL,386,149012,1401-386,4,,,,8. ALL HH MEMBERS DECEASED,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,2. NO,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINRI,2. RURAL,746,149013,1401-746,4,5841.59765625,,14057.780681832333,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-30T12:16:21,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,2. NO,1. YES,1. YES
4. South East,14. Enugu,1401. ANINRI,2. RURAL,746,149015,1401-746,4,5618.947265625,,13870.117615619649,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-31T08:05:58,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,2. NO,1. YES,2. NO
4. South East,14. Enugu,1401. ANINRI,2. RURAL,746,149016,1401-746,4,5665.06396484375,,12889.582576760135,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-30T12:04:26,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
4. South East,14. Enugu,1401. ANINRI,2. RURAL,746,149017,1401-746,4,5665.06396484375,,2927.6276024608937,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-29T13:13:17,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,3. SHARECROPPED OUT LAND,5. LAND LEFT FALLOW,6. NOT ENOUGH TIME/LABOR/HELP TO CULTIVATE,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1401. ANINRI,2. RURAL,746,149018,1401-746,4,5618.947265625,,4562.46294956456,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-30T07:49:58,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1401. ANINRI,2. RURAL,746,149019,1401-746,4,5618.947265625,,9182.133108037524,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-29T09:26:02,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,2. NO,1. YES,2. NO
4. South East,14. Enugu,1401. ANINRI,2. RURAL,746,149020,1401-746,4,5618.947265625,,5407.3534081098,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-29T16:19:39,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,14. Enugu,1401. ANINRI,2. RURAL,746,149021,1401-746,4,5799.8544921875,,4257.831549925365,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-29T12:09:08,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,14. Enugu,1401. ANINRI,2. RURAL,746,149022,1401-746,4,5618.947265625,,8023.318683937951,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-29T08:33:14,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,2. NO,1. YES,2. NO
4. South East,14. Enugu,1401. ANINRI,2. RURAL,746,149023,1401-746,4,5618.947265625,,9624.211170281378,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-30T14:25:40,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
4. South East,14. Enugu,1402. AWGU,2. RURAL,1686,149025,1402-1686,4,7811.853515625,,14288.750065139928,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-12T16:21:27,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1402. AWGU,2. RURAL,1686,149026,1402-1686,4,7811.853515625,,12424.689941569213,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-13T08:38:14,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1402. AWGU,2. RURAL,1686,149028,1402-1686,4,7811.853515625,,30313.115998012563,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-13T13:09:17,2. NO,2. NO,,,,,,6. NOT ENOUGH TIME/LABOR/HELP TO CULTIVATE,7. COST OF INPUTS TOO HIGH,,,1. YES,2. NO,2. NO
4. South East,14. Enugu,1402. AWGU,2. RURAL,1686,149029,1402-1686,4,7853.85693359375,,23282.12281447532,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-12T17:05:20,1. YES,2. NO,,,,,,,,,,1. YES,2. NO,2. NO
4. South East,14. Enugu,1402. AWGU,2. RURAL,1686,149030,1402-1686,4,7520.74365234375,,14280.845664480456,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-14T14:41:33,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,3. SHARECROPPED OUT LAND,7. COST OF INPUTS TOO HIGH,,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1402. AWGU,2. RURAL,1686,149031,1402-1686,4,7853.85693359375,,14380.919672113208,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-12T15:26:12,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1402. AWGU,2. RURAL,1686,149032,1402-1686,4,7234.09326171875,,11237.12256027784,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-12T10:18:53,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1403. ENUGU EAST,2. RURAL,0,149033,1402-1686,4,7853.85693359375,,14280.845664480456,1. COMPLETE,2. New panel household,2. NO,1. YES,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-10-11T10:00:03,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
4. South East,14. Enugu,1402. AWGU,2. RURAL,1686,149034,1402-1686,4,7761.833984375,,12424.689941569213,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-12T13:37:38,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,1. YES
4. South East,14. Enugu,1402. AWGU,2. RURAL,1686,149036,1402-1686,4,7853.85693359375,,12424.689941569213,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-12T10:35:35,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,14. Enugu,1403. ENUGU EAST,1. URBAN,306,149037,1403-306,4,6070.9501953125,,9259.66506548373,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-09T10:40:52,2. NO,2. NO,,,,,,16. THE HOUSEHOLD HAS NEVER BEEN ENGAGED IN AGRICULTURAL ACTIVITIES,,,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1403. ENUGU EAST,1. URBAN,306,149038,1403-306,4,5621.9462890625,,11896.324208593143,1. COMPLETE,2. New panel household,2. NO,1. YES,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-10-11T09:46:09,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,14. Enugu,1403. ENUGU EAST,1. URBAN,306,149039,1403-306,4,6103.59326171875,,9530.086510760408,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-10T08:35:59,2. NO,2. NO,,,,,,7. COST OF INPUTS TOO HIGH,8. DIFFICULT TO OBTAIN INPUTS,,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1403. ENUGU EAST,1. URBAN,306,149040,1403-306,4,5621.9462890625,,7929.254305364169,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-09T11:38:48,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,,,,,1. YES,2. NO,1. YES
4. South East,14. Enugu,1403. ENUGU EAST,1. URBAN,306,149041,1403-306,4,,,,7. REFUSED,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,2. NO,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. URBAN,306,149044,1403-306,4,,,,1. COMPLETE,2. New panel household,2. NO,1. YES,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-10-16T09:06:04,2. NO,2. NO,,,,,,5. LAND LEFT FALLOW,,,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1403. ENUGU EAST,1. URBAN,306,149045,1403-306,4,5621.9462890625,,11947.241254536855,1. COMPLETE,2. New panel household,2. NO,1. YES,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-10-11T17:59:48,2. NO,1. YES,2. NO,2. NO,2. NO,1. YES,1. YES,6. NOT ENOUGH TIME/LABOR/HELP TO CULTIVATE,,,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1403. ENUGU EAST,1. URBAN,306,149046,1403-306,4,5844.71533203125,,2860.608964932135,1. COMPLETE,2. New panel household,2. NO,1. YES,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-10-12T09:51:03,2. NO,2. NO,,,,,,1. NO LONGER OWN LAND,,,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1403. ENUGU EAST,1. URBAN,306,149047,1403-306,4,5668.08740234375,,9972.274273812036,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-10T13:27:05,2. NO,2. NO,,,,,,5. LAND LEFT FALLOW,6. NOT ENOUGH TIME/LABOR/HELP TO CULTIVATE,,,1. YES,2. NO,2. NO
4. South East,14. Enugu,1403. ENUGU EAST,1. URBAN,306,149048,1403-306,4,6103.59326171875,,11179.163894343614,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-09T15:49:30,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
4. South East,14. Enugu,1403. ENUGU EAST,2. RURAL,944,149049,1403-944,4,7767.24658203125,,5473.73802122887,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-06T17:36:05,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,14. Enugu,1403. ENUGU EAST,2. RURAL,944,149051,1403-944,4,7823.14990234375,,11113.843709116307,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-06T12:55:09,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,14. Enugu,1403. ENUGU EAST,2. RURAL,944,149052,1403-944,4,10428.9765625,,7930.393309856475,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-06T14:28:35,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1403. ENUGU EAST,2. RURAL,944,149053,1403-944,4,7823.14990234375,,6594.738317136565,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-05T14:14:48,2. NO,2. NO,,,,,,7. COST OF INPUTS TOO HIGH,,,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1403. ENUGU EAST,2. RURAL,944,149054,1403-944,4,10428.9765625,,7400.888338445923,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-05T16:37:33,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
4. South East,14. Enugu,1403. ENUGU EAST,2. RURAL,944,149055,1403-944,4,8169.6572265625,,13400.584107337612,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-08T09:40:08,2. NO,2. NO,,,,,,3. SHARECROPPED OUT LAND,6. NOT ENOUGH TIME/LABOR/HELP TO CULTIVATE,8. DIFFICULT TO OBTAIN INPUTS,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1403. ENUGU EAST,2. RURAL,944,149056,1403-944,4,7586.73291015625,,12577.885121080077,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-05T10:04:59,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,14. Enugu,1403. ENUGU EAST,2. RURAL,944,149057,1403-944,4,10428.9765625,,8422.595512556525,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-05T11:21:59,2. NO,2. NO,,,,,,3. SHARECROPPED OUT LAND,4. GAVE OUT LAND FOR FREE,,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1403. ENUGU EAST,2. RURAL,944,149059,1403-944,4,7524.97314453125,,10086.254069045257,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-06T17:18:45,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,2. NO,1. YES,2. NO
4. South East,14. Enugu,1403. ENUGU EAST,2. RURAL,944,149060,1403-944,4,7823.14990234375,,10407.573730875256,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-05T09:53:14,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,1. YES
4. South East,14. Enugu,1403. ENUGU EAST,1. URBAN,1418,149061,1403-1418,4,1452.884765625,,1112.1821547699692,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-02T12:28:26,1. YES,2. NO,,,,,,,,,,1. YES,2. NO,2. NO
4. South East,14. Enugu,1403. ENUGU EAST,1. URBAN,1418,149062,1403-1418,4,1381.3204345703125,,1077.8450877224318,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-03T08:45:11,2. NO,2. NO,,,,,,1. NO LONGER OWN LAND,,,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1403. ENUGU EAST,1. URBAN,1418,149063,1403-1418,4,1854.68017578125,,2743.123119742503,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-02T15:35:01,2. NO,2. NO,,,,,,7. COST OF INPUTS TOO HIGH,8. DIFFICULT TO OBTAIN INPUTS,16. THE HOUSEHOLD HAS NEVER BEEN ENGAGED IN AGRICULTURAL ACTIVITIES,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1403. ENUGU EAST,1. URBAN,1418,149065,1403-1418,4,1435.861572265625,,2771.471567871092,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-03T08:46:26,2. NO,2. NO,,,,,,1. NO LONGER OWN LAND,,,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1403. ENUGU EAST,1. URBAN,1418,149067,1403-1418,4,,,,5. HOUSEHOLD HAS MOVED AWAY,2. New panel household,2. NO,1. YES,2. NO,,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. URBAN,1418,149068,1403-1418,4,1391.26220703125,,3637.8623056059996,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-02T15:21:42,2. NO,2. NO,,,,,,6. NOT ENOUGH TIME/LABOR/HELP TO CULTIVATE,,,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1403. ENUGU EAST,1. URBAN,1418,149070,1403-1418,4,1435.861572265625,,3046.8550050320505,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-02T10:19:34,2. NO,2. NO,,,,,,16. THE HOUSEHOLD HAS NEVER BEEN ENGAGED IN AGRICULTURAL ACTIVITIES,,,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1403. ENUGU EAST,1. URBAN,1418,149072,1403-1418,4,1338.2347412109375,,1604.4517032091096,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-03T14:39:22,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,2. NO,1. YES,2. NO
4. South East,14. Enugu,1405. ENUGU SOUTH,1. URBAN,846,149073,1405-846,4,,,7525.747060035052,1. COMPLETE,2. New panel household,2. NO,1. YES,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-10-14T08:59:03,2. NO,2. NO,,,,,,1. NO LONGER OWN LAND,,,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1405. ENUGU SOUTH,1. URBAN,846,149074,1405-846,4,9011.2294921875,,12353.297357196248,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-13T11:30:39,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,,,,,1. YES,2. NO,2. NO
4. South East,14. Enugu,1405. ENUGU SOUTH,1. URBAN,846,149076,1405-846,4,9703.6044921875,,9615.174684537851,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-13T15:50:11,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,,,,,1. YES,2. NO,2. NO
4. South East,14. Enugu,1405. ENUGU SOUTH,1. URBAN,846,149077,1405-846,4,9703.6044921875,,8273.93666746518,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-13T09:58:08,1. YES,2. NO,,,,,,,,,,1. YES,1. YES,1. YES
4. South East,14. Enugu,1405. ENUGU SOUTH,1. URBAN,846,149078,1405-846,4,9011.2294921875,,2668.989366968464,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-14T08:33:04,2. NO,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,1. NO LONGER OWN LAND,,,,2. NO,2. NO,2. NO
4. South East,14. Enugu,1405. ENUGU SOUTH,1. URBAN,846,149079,1405-846,4,9292.03515625,,9931.214041234041,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-13T10:48:40,1. YES,2. NO,,,,,,,,,,1. YES,2. NO,2. NO
